"id","mc","style","duration_1","duration_2","duration_3","interviewer","language","deviations/notes","stage","detail","interview","activity","critical","start_slope","end_slope"
30,"MC1","sos","Start 1:34 End: 8:28","Start: 2:32 End: 11:54","Start: 2:50 End: 12:38","Hanna","Eng",NA,"int3_st4",2,2,3,1,2,1
30,"MC1","sos","Start 1:34 End: 8:28","Start: 2:32 End: 11:54","Start: 2:50 End: 12:38","Hanna","Eng",NA,"int3_st5",1,2,4,1,2,2
31,"MC1","sos","01:31 to 06:05","01:07 to 07:28","01:12 to 08:23","Naiara","Eng",NA,"int1_st1",0,0,0,0,0,0
31,"MC1","sos","01:31 to 06:05","01:07 to 07:28","01:12 to 08:23","Naiara","Eng",NA,"int1_st2",0,0,1,0,0,1
31,"MC1","sos","01:31 to 06:05","01:07 to 07:28","01:12 to 08:23","Naiara","Eng",NA,"int1_st3",1,0,2,0,0,2
31,"MC1","sos","01:31 to 06:05","01:07 to 07:28","01:12 to 08:23","Naiara","Eng",NA,"int1_st4",1,0,3,1,0,3
31,"MC1","sos","01:31 to 06:05","01:07 to 07:28","01:12 to 08:23","Naiara","Eng",NA,"int1_st5",0,0,4,1,0,4
31,"MC1","sos","01:31 to 06:05","01:07 to 07:28","01:12 to 08:23","Naiara","Eng",NA,"int2_st1",0,1,0,0,0,0
31,"MC1","sos","01:31 to 06:05","01:07 to 07:28","01:12 to 08:23","Naiara","Eng",NA,"int2_st2",0,1,1,0,1,0
31,"MC1","sos","01:31 to 06:05","01:07 to 07:28","01:12 to 08:23","Naiara","Eng",NA,"int2_st3",1,1,2,0,1,1
31,"MC1","sos","01:31 to 06:05","01:07 to 07:28","01:12 to 08:23","Naiara","Eng",NA,"int2_st4",1,1,3,1,1,2
31,"MC1","sos","01:31 to 06:05","01:07 to 07:28","01:12 to 08:23","Naiara","Eng",NA,"int2_st5",0,1,4,1,1,3
31,"MC1","sos","01:31 to 06:05","01:07 to 07:28","01:12 to 08:23","Naiara","Eng",NA,"int3_st1",0,2,0,0,0,0
31,"MC1","sos","01:31 to 06:05","01:07 to 07:28","01:12 to 08:23","Naiara","Eng",NA,"int3_st2",0,2,1,0,1,0
31,"MC1","sos","01:31 to 06:05","01:07 to 07:28","01:12 to 08:23","Naiara","Eng",NA,"int3_st3",1,2,2,0,2,0
31,"MC1","sos","01:31 to 06:05","01:07 to 07:28","01:12 to 08:23","Naiara","Eng",NA,"int3_st4",1,2,3,1,2,1
31,"MC1","sos","01:31 to 06:05","01:07 to 07:28","01:12 to 08:23","Naiara","Eng",NA,"int3_st5",0,2,4,1,2,2
32,"MC1","direct","01:24 to 10:03","01:33 to 10:49","01:17 to 09:10","Naiara","Eng",NA,"int1_st1",2,0,0,0,0,0
32,"MC1","direct","01:24 to 10:03","01:33 to 10:49","01:17 to 09:10","Naiara","Eng",NA,"int1_st2",0,0,1,0,0,1
32,"MC1","direct","01:24 to 10:03","01:33 to 10:49","01:17 to 09:10","Naiara","Eng",NA,"int1_st3",2,0,2,0,0,2
32,"MC1","direct","01:24 to 10:03","01:33 to 10:49","01:17 to 09:10","Naiara","Eng",NA,"int1_st4",1,0,3,1,0,3
32,"MC1","direct","01:24 to 10:03","01:33 to 10:49","01:17 to 09:10","Naiara","Eng",NA,"int1_st5",0,0,4,1,0,4
32,"MC1","direct","01:24 to 10:03","01:33 to 10:49","01:17 to 09:10","Naiara","Eng",NA,"int2_st1",2,1,0,0,0,0
32,"MC1","direct","01:24 to 10:03","01:33 to 10:49","01:17 to 09:10","Naiara","Eng",NA,"int2_st2",0,1,1,0,1,0
32,"MC1","direct","01:24 to 10:03","01:33 to 10:49","01:17 to 09:10","Naiara","Eng",NA,"int2_st3",2,1,2,0,1,1
32,"MC1","direct","01:24 to 10:03","01:33 to 10:49","01:17 to 09:10","Naiara","Eng",NA,"int2_st4",1,1,3,1,1,2
32,"MC1","direct","01:24 to 10:03","01:33 to 10:49","01:17 to 09:10","Naiara","Eng",NA,"int2_st5",0,1,4,1,1,3
32,"MC1","direct","01:24 to 10:03","01:33 to 10:49","01:17 to 09:10","Naiara","Eng",NA,"int3_st1",2,2,0,0,0,0
32,"MC1","direct","01:24 to 10:03","01:33 to 10:49","01:17 to 09:10","Naiara","Eng",NA,"int3_st2",3,2,1,0,1,0
32,"MC1","direct","01:24 to 10:03","01:33 to 10:49","01:17 to 09:10","Naiara","Eng",NA,"int3_st3",2,2,2,0,2,0
32,"MC1","direct","01:24 to 10:03","01:33 to 10:49","01:17 to 09:10","Naiara","Eng",NA,"int3_st4",1,2,3,1,2,1
32,"MC1","direct","01:24 to 10:03","01:33 to 10:49","01:17 to 09:10","Naiara","Eng",NA,"int3_st5",0,2,4,1,2,2
33,"MC3","direct","01:20 to 04:20","01:42 to 05:38","01:00 to 05:28","Karishma","Eng",NA,"int1_st1",0,0,0,0,0,0
33,"MC3","direct","01:20 to 04:20","01:42 to 05:38","01:00 to 05:28","Karishma","Eng",NA,"int1_st2",1,0,1,0,0,1
33,"MC3","direct","01:20 to 04:20","01:42 to 05:38","01:00 to 05:28","Karishma","Eng",NA,"int1_st3",1,0,2,0,0,2
33,"MC3","direct","01:20 to 04:20","01:42 to 05:38","01:00 to 05:28","Karishma","Eng",NA,"int1_st4",0,0,3,1,0,3
33,"MC3","direct","01:20 to 04:20","01:42 to 05:38","01:00 to 05:28","Karishma","Eng",NA,"int1_st5",0,0,4,1,0,4
33,"MC3","direct","01:20 to 04:20","01:42 to 05:38","01:00 to 05:28","Karishma","Eng",NA,"int2_st1",0,1,0,0,0,0
33,"MC3","direct","01:20 to 04:20","01:42 to 05:38","01:00 to 05:28","Karishma","Eng",NA,"int2_st2",1,1,1,0,1,0
33,"MC3","direct","01:20 to 04:20","01:42 to 05:38","01:00 to 05:28","Karishma","Eng",NA,"int2_st3",1,1,2,0,1,1
33,"MC3","direct","01:20 to 04:20","01:42 to 05:38","01:00 to 05:28","Karishma","Eng",NA,"int2_st4",0,1,3,1,1,2
33,"MC3","direct","01:20 to 04:20","01:42 to 05:38","01:00 to 05:28","Karishma","Eng",NA,"int2_st5",0,1,4,1,1,3
33,"MC3","direct","01:20 to 04:20","01:42 to 05:38","01:00 to 05:28","Karishma","Eng",NA,"int3_st1",0,2,0,0,0,0
33,"MC3","direct","01:20 to 04:20","01:42 to 05:38","01:00 to 05:28","Karishma","Eng",NA,"int3_st2",1,2,1,0,1,0
33,"MC3","direct","01:20 to 04:20","01:42 to 05:38","01:00 to 05:28","Karishma","Eng",NA,"int3_st3",2,2,2,0,2,0
33,"MC3","direct","01:20 to 04:20","01:42 to 05:38","01:00 to 05:28","Karishma","Eng",NA,"int3_st4",0,2,3,1,2,1
33,"MC3","direct","01:20 to 04:20","01:42 to 05:38","01:00 to 05:28","Karishma","Eng",NA,"int3_st5",0,2,4,1,2,2
34,"MC3","sos","00:57 to 05:18","01:09 to 10:00","00:27 to 10:44","Karishma","Eng",NA,"int1_st1",0,0,0,0,0,0
34,"MC3","sos","00:57 to 05:18","01:09 to 10:00","00:27 to 10:44","Karishma","Eng",NA,"int1_st2",1,0,1,0,0,1
34,"MC3","sos","00:57 to 05:18","01:09 to 10:00","00:27 to 10:44","Karishma","Eng",NA,"int1_st3",1,0,2,0,0,2
34,"MC3","sos","00:57 to 05:18","01:09 to 10:00","00:27 to 10:44","Karishma","Eng",NA,"int1_st4",0,0,3,1,0,3
34,"MC3","sos","00:57 to 05:18","01:09 to 10:00","00:27 to 10:44","Karishma","Eng",NA,"int1_st5",0,0,4,1,0,4
34,"MC3","sos","00:57 to 05:18","01:09 to 10:00","00:27 to 10:44","Karishma","Eng",NA,"int2_st1",0,1,0,0,0,0
34,"MC3","sos","00:57 to 05:18","01:09 to 10:00","00:27 to 10:44","Karishma","Eng",NA,"int2_st2",1,1,1,0,1,0
34,"MC3","sos","00:57 to 05:18","01:09 to 10:00","00:27 to 10:44","Karishma","Eng",NA,"int2_st3",2,1,2,0,1,1
34,"MC3","sos","00:57 to 05:18","01:09 to 10:00","00:27 to 10:44","Karishma","Eng",NA,"int2_st4",0,1,3,1,1,2
34,"MC3","sos","00:57 to 05:18","01:09 to 10:00","00:27 to 10:44","Karishma","Eng",NA,"int2_st5",0,1,4,1,1,3
34,"MC3","sos","00:57 to 05:18","01:09 to 10:00","00:27 to 10:44","Karishma","Eng",NA,"int3_st1",0,2,0,0,0,0
34,"MC3","sos","00:57 to 05:18","01:09 to 10:00","00:27 to 10:44","Karishma","Eng",NA,"int3_st2",1,2,1,0,1,0
34,"MC3","sos","00:57 to 05:18","01:09 to 10:00","00:27 to 10:44","Karishma","Eng",NA,"int3_st3",2,2,2,0,2,0
34,"MC3","sos","00:57 to 05:18","01:09 to 10:00","00:27 to 10:44","Karishma","Eng",NA,"int3_st4",0,2,3,1,2,1
34,"MC3","sos","00:57 to 05:18","01:09 to 10:00","00:27 to 10:44","Karishma","Eng",NA,"int3_st5",1,2,4,1,2,2
35,"MC3","direct","02:41 to 09:45","01:32 to 09:46","01:04 to 09:13","Karishma","Eng",NA,"int1_st1",1,0,0,0,0,0
35,"MC3","direct","02:41 to 09:45","01:32 to 09:46","01:04 to 09:13","Karishma","Eng",NA,"int1_st2",3,0,1,0,0,1
35,"MC3","direct","02:41 to 09:45","01:32 to 09:46","01:04 to 09:13","Karishma","Eng",NA,"int1_st3",3,0,2,0,0,2
35,"MC3","direct","02:41 to 09:45","01:32 to 09:46","01:04 to 09:13","Karishma","Eng",NA,"int1_st4",1,0,3,1,0,3
35,"MC3","direct","02:41 to 09:45","01:32 to 09:46","01:04 to 09:13","Karishma","Eng",NA,"int1_st5",0,0,4,1,0,4
35,"MC3","direct","02:41 to 09:45","01:32 to 09:46","01:04 to 09:13","Karishma","Eng",NA,"int2_st1",1,1,0,0,0,0
35,"MC3","direct","02:41 to 09:45","01:32 to 09:46","01:04 to 09:13","Karishma","Eng",NA,"int2_st2",3,1,1,0,1,0
35,"MC3","direct","02:41 to 09:45","01:32 to 09:46","01:04 to 09:13","Karishma","Eng",NA,"int2_st3",3,1,2,0,1,1
35,"MC3","direct","02:41 to 09:45","01:32 to 09:46","01:04 to 09:13","Karishma","Eng",NA,"int2_st4",1,1,3,1,1,2
35,"MC3","direct","02:41 to 09:45","01:32 to 09:46","01:04 to 09:13","Karishma","Eng",NA,"int2_st5",0,1,4,1,1,3
35,"MC3","direct","02:41 to 09:45","01:32 to 09:46","01:04 to 09:13","Karishma","Eng",NA,"int3_st1",1,2,0,0,0,0
35,"MC3","direct","02:41 to 09:45","01:32 to 09:46","01:04 to 09:13","Karishma","Eng",NA,"int3_st2",3,2,1,0,1,0
35,"MC3","direct","02:41 to 09:45","01:32 to 09:46","01:04 to 09:13","Karishma","Eng",NA,"int3_st3",3,2,2,0,2,0
35,"MC3","direct","02:41 to 09:45","01:32 to 09:46","01:04 to 09:13","Karishma","Eng",NA,"int3_st4",1,2,3,1,2,1
35,"MC3","direct","02:41 to 09:45","01:32 to 09:46","01:04 to 09:13","Karishma","Eng",NA,"int3_st5",0,2,4,1,2,2
36,"MC1","direct","00:45 to 02:51","01:05 to 02:55","01:04 to 03:24","Hanna","Eng",NA,"int1_st1",1,0,0,0,0,0
36,"MC1","direct","00:45 to 02:51","01:05 to 02:55","01:04 to 03:24","Hanna","Eng",NA,"int1_st2",0,0,1,0,0,1
36,"MC1","direct","00:45 to 02:51","01:05 to 02:55","01:04 to 03:24","Hanna","Eng",NA,"int1_st3",0,0,2,0,0,2
36,"MC1","direct","00:45 to 02:51","01:05 to 02:55","01:04 to 03:24","Hanna","Eng",NA,"int1_st4",0,0,3,1,0,3
36,"MC1","direct","00:45 to 02:51","01:05 to 02:55","01:04 to 03:24","Hanna","Eng",NA,"int1_st5",0,0,4,1,0,4
36,"MC1","direct","00:45 to 02:51","01:05 to 02:55","01:04 to 03:24","Hanna","Eng",NA,"int2_st1",1,1,0,0,0,0
36,"MC1","direct","00:45 to 02:51","01:05 to 02:55","01:04 to 03:24","Hanna","Eng",NA,"int2_st2",0,1,1,0,1,0
36,"MC1","direct","00:45 to 02:51","01:05 to 02:55","01:04 to 03:24","Hanna","Eng",NA,"int2_st3",1,1,2,0,1,1
36,"MC1","direct","00:45 to 02:51","01:05 to 02:55","01:04 to 03:24","Hanna","Eng",NA,"int2_st4",0,1,3,1,1,2
36,"MC1","direct","00:45 to 02:51","01:05 to 02:55","01:04 to 03:24","Hanna","Eng",NA,"int2_st5",0,1,4,1,1,3
36,"MC1","direct","00:45 to 02:51","01:05 to 02:55","01:04 to 03:24","Hanna","Eng",NA,"int3_st1",1,2,0,0,0,0
36,"MC1","direct","00:45 to 02:51","01:05 to 02:55","01:04 to 03:24","Hanna","Eng",NA,"int3_st2",0,2,1,0,1,0
36,"MC1","direct","00:45 to 02:51","01:05 to 02:55","01:04 to 03:24","Hanna","Eng",NA,"int3_st3",1,2,2,0,2,0
36,"MC1","direct","00:45 to 02:51","01:05 to 02:55","01:04 to 03:24","Hanna","Eng",NA,"int3_st4",0,2,3,1,2,1
36,"MC1","direct","00:45 to 02:51","01:05 to 02:55","01:04 to 03:24","Hanna","Eng",NA,"int3_st5",0,2,4,1,2,2
37,"MC3","sos","01:14 to 11:57","01:42 to 10:25","01:12 to 10:45","Raver","Swe",NA,"int1_st1",3,0,0,0,0,0
37,"MC3","sos","01:14 to 11:57","01:42 to 10:25","01:12 to 10:45","Raver","Swe",NA,"int1_st2",3,0,1,0,0,1
37,"MC3","sos","01:14 to 11:57","01:42 to 10:25","01:12 to 10:45","Raver","Swe",NA,"int1_st3",2,0,2,0,0,2
37,"MC3","sos","01:14 to 11:57","01:42 to 10:25","01:12 to 10:45","Raver","Swe",NA,"int1_st4",2,0,3,1,0,3
37,"MC3","sos","01:14 to 11:57","01:42 to 10:25","01:12 to 10:45","Raver","Swe",NA,"int1_st5",0,0,4,1,0,4
37,"MC3","sos","01:14 to 11:57","01:42 to 10:25","01:12 to 10:45","Raver","Swe",NA,"int2_st1",4,1,0,0,0,0
37,"MC3","sos","01:14 to 11:57","01:42 to 10:25","01:12 to 10:45","Raver","Swe",NA,"int2_st2",4,1,1,0,1,0
37,"MC3","sos","01:14 to 11:57","01:42 to 10:25","01:12 to 10:45","Raver","Swe",NA,"int2_st3",2,1,2,0,1,1
37,"MC3","sos","01:14 to 11:57","01:42 to 10:25","01:12 to 10:45","Raver","Swe",NA,"int2_st4",2,1,3,1,1,2
37,"MC3","sos","01:14 to 11:57","01:42 to 10:25","01:12 to 10:45","Raver","Swe",NA,"int2_st5",0,1,4,1,1,3
37,"MC3","sos","01:14 to 11:57","01:42 to 10:25","01:12 to 10:45","Raver","Swe",NA,"int3_st1",4,2,0,0,0,0
37,"MC3","sos","01:14 to 11:57","01:42 to 10:25","01:12 to 10:45","Raver","Swe",NA,"int3_st2",4,2,1,0,1,0
37,"MC3","sos","01:14 to 11:57","01:42 to 10:25","01:12 to 10:45","Raver","Swe",NA,"int3_st3",3,2,2,0,2,0
37,"MC3","sos","01:14 to 11:57","01:42 to 10:25","01:12 to 10:45","Raver","Swe",NA,"int3_st4",2,2,3,1,2,1
37,"MC3","sos","01:14 to 11:57","01:42 to 10:25","01:12 to 10:45","Raver","Swe",NA,"int3_st5",0,2,4,1,2,2
38,"MC1","sos","01:34 to 12:31","01:53 to 13:43","01:15 to 10:31","Raver","Swe",NA,"int1_st1",3,0,0,0,0,0
38,"MC1","sos","01:34 to 12:31","01:53 to 13:43","01:15 to 10:31","Raver","Swe",NA,"int1_st2",1,0,1,0,0,1
38,"MC1","sos","01:34 to 12:31","01:53 to 13:43","01:15 to 10:31","Raver","Swe",NA,"int1_st3",2,0,2,0,0,2
38,"MC1","sos","01:34 to 12:31","01:53 to 13:43","01:15 to 10:31","Raver","Swe",NA,"int1_st4",3,0,3,1,0,3
38,"MC1","sos","01:34 to 12:31","01:53 to 13:43","01:15 to 10:31","Raver","Swe",NA,"int1_st5",0,0,4,1,0,4
38,"MC1","sos","01:34 to 12:31","01:53 to 13:43","01:15 to 10:31","Raver","Swe",NA,"int2_st1",4,1,0,0,0,0
38,"MC1","sos","01:34 to 12:31","01:53 to 13:43","01:15 to 10:31","Raver","Swe",NA,"int2_st2",3,1,1,0,1,0
38,"MC1","sos","01:34 to 12:31","01:53 to 13:43","01:15 to 10:31","Raver","Swe",NA,"int2_st3",3,1,2,0,1,1
38,"MC1","sos","01:34 to 12:31","01:53 to 13:43","01:15 to 10:31","Raver","Swe",NA,"int2_st4",2,1,3,1,1,2
38,"MC1","sos","01:34 to 12:31","01:53 to 13:43","01:15 to 10:31","Raver","Swe",NA,"int2_st5",1,1,4,1,1,3
38,"MC1","sos","01:34 to 12:31","01:53 to 13:43","01:15 to 10:31","Raver","Swe",NA,"int3_st1",4,2,0,0,0,0
38,"MC1","sos","01:34 to 12:31","01:53 to 13:43","01:15 to 10:31","Raver","Swe",NA,"int3_st2",4,2,1,0,1,0
38,"MC1","sos","01:34 to 12:31","01:53 to 13:43","01:15 to 10:31","Raver","Swe",NA,"int3_st3",4,2,2,0,2,0
38,"MC1","sos","01:34 to 12:31","01:53 to 13:43","01:15 to 10:31","Raver","Swe",NA,"int3_st4",2,2,3,1,2,1
38,"MC1","sos","01:34 to 12:31","01:53 to 13:43","01:15 to 10:31","Raver","Swe",NA,"int3_st5",1,2,4,1,2,2
39,"MC2","sos","01:32 to 07:12","01:35 to 11:42","01:15 to 10:42","Raver","Swe",NA,"int1_st1",2,0,0,0,0,0
39,"MC2","sos","01:32 to 07:12","01:35 to 11:42","01:15 to 10:42","Raver","Swe",NA,"int1_st2",1,0,1,0,0,1
39,"MC2","sos","01:32 to 07:12","01:35 to 11:42","01:15 to 10:42","Raver","Swe",NA,"int1_st3",1,0,2,0,0,2
39,"MC2","sos","01:32 to 07:12","01:35 to 11:42","01:15 to 10:42","Raver","Swe",NA,"int1_st4",1,0,3,1,0,3
39,"MC2","sos","01:32 to 07:12","01:35 to 11:42","01:15 to 10:42","Raver","Swe",NA,"int1_st5",1,0,4,1,0,4
39,"MC2","sos","01:32 to 07:12","01:35 to 11:42","01:15 to 10:42","Raver","Swe",NA,"int2_st1",2,1,0,0,0,0
39,"MC2","sos","01:32 to 07:12","01:35 to 11:42","01:15 to 10:42","Raver","Swe",NA,"int2_st2",2,1,1,0,1,0
39,"MC2","sos","01:32 to 07:12","01:35 to 11:42","01:15 to 10:42","Raver","Swe",NA,"int2_st3",1,1,2,0,1,1
39,"MC2","sos","01:32 to 07:12","01:35 to 11:42","01:15 to 10:42","Raver","Swe",NA,"int2_st4",0,1,3,1,1,2
39,"MC2","sos","01:32 to 07:12","01:35 to 11:42","01:15 to 10:42","Raver","Swe",NA,"int2_st5",1,1,4,1,1,3
39,"MC2","sos","01:32 to 07:12","01:35 to 11:42","01:15 to 10:42","Raver","Swe",NA,"int3_st1",4,2,0,0,0,0
39,"MC2","sos","01:32 to 07:12","01:35 to 11:42","01:15 to 10:42","Raver","Swe",NA,"int3_st2",2,2,1,0,1,0
39,"MC2","sos","01:32 to 07:12","01:35 to 11:42","01:15 to 10:42","Raver","Swe",NA,"int3_st3",4,2,2,0,2,0
39,"MC2","sos","01:32 to 07:12","01:35 to 11:42","01:15 to 10:42","Raver","Swe",NA,"int3_st4",0,2,3,1,2,1
39,"MC2","sos","01:32 to 07:12","01:35 to 11:42","01:15 to 10:42","Raver","Swe",NA,"int3_st5",0,2,4,1,2,2
40,"MC2","sos","05:20 to 12:23","02:05 to 11:15","01:16 to 09:43","Raver","Swe",NA,"int1_st1",4,0,0,0,0,0
40,"MC2","sos","05:20 to 12:23","02:05 to 11:15","01:16 to 09:43","Raver","Swe",NA,"int1_st2",0,0,1,0,0,1
40,"MC2","sos","05:20 to 12:23","02:05 to 11:15","01:16 to 09:43","Raver","Swe",NA,"int1_st3",1,0,2,0,0,2
40,"MC2","sos","05:20 to 12:23","02:05 to 11:15","01:16 to 09:43","Raver","Swe",NA,"int1_st4",2,0,3,1,0,3
40,"MC2","sos","05:20 to 12:23","02:05 to 11:15","01:16 to 09:43","Raver","Swe",NA,"int1_st5",2,0,4,1,0,4
40,"MC2","sos","05:20 to 12:23","02:05 to 11:15","01:16 to 09:43","Raver","Swe",NA,"int2_st1",4,1,0,0,0,0
40,"MC2","sos","05:20 to 12:23","02:05 to 11:15","01:16 to 09:43","Raver","Swe",NA,"int2_st2",2,1,1,0,1,0
40,"MC2","sos","05:20 to 12:23","02:05 to 11:15","01:16 to 09:43","Raver","Swe",NA,"int2_st3",1,1,2,0,1,1
40,"MC2","sos","05:20 to 12:23","02:05 to 11:15","01:16 to 09:43","Raver","Swe",NA,"int2_st4",2,1,3,1,1,2
40,"MC2","sos","05:20 to 12:23","02:05 to 11:15","01:16 to 09:43","Raver","Swe",NA,"int2_st5",1,1,4,1,1,3
40,"MC2","sos","05:20 to 12:23","02:05 to 11:15","01:16 to 09:43","Raver","Swe",NA,"int3_st1",4,2,0,0,0,0
40,"MC2","sos","05:20 to 12:23","02:05 to 11:15","01:16 to 09:43","Raver","Swe",NA,"int3_st2",4,2,1,0,1,0
40,"MC2","sos","05:20 to 12:23","02:05 to 11:15","01:16 to 09:43","Raver","Swe",NA,"int3_st3",3,2,2,0,2,0
40,"MC2","sos","05:20 to 12:23","02:05 to 11:15","01:16 to 09:43","Raver","Swe",NA,"int3_st4",2,2,3,1,2,1
40,"MC2","sos","05:20 to 12:23","02:05 to 11:15","01:16 to 09:43","Raver","Swe",NA,"int3_st5",1,2,4,1,2,2
41,"MC3","direct",NA,NA,NA,"Raver","Swe",NA,"int1_st1",0,0,0,0,0,0
41,"MC3","direct",NA,NA,NA,"Raver","Swe",NA,"int1_st2",1,0,1,0,0,1
41,"MC3","direct",NA,NA,NA,"Raver","Swe",NA,"int1_st3",0,0,2,0,0,2
41,"MC3","direct",NA,NA,NA,"Raver","Swe",NA,"int1_st4",0,0,3,1,0,3
41,"MC3","direct",NA,NA,NA,"Raver","Swe",NA,"int1_st5",0,0,4,1,0,4
41,"MC3","direct",NA,NA,NA,"Raver","Swe",NA,"int2_st1",0,1,0,0,0,0
41,"MC3","direct",NA,NA,NA,"Raver","Swe",NA,"int2_st2",1,1,1,0,1,0
41,"MC3","direct",NA,NA,NA,"Raver","Swe",NA,"int2_st3",1,1,2,0,1,1
41,"MC3","direct",NA,NA,NA,"Raver","Swe",NA,"int2_st4",0,1,3,1,1,2
41,"MC3","direct",NA,NA,NA,"Raver","Swe",NA,"int2_st5",0,1,4,1,1,3
41,"MC3","direct",NA,NA,NA,"Raver","Swe",NA,"int3_st1",1,2,0,0,0,0
41,"MC3","direct",NA,NA,NA,"Raver","Swe",NA,"int3_st2",3,2,1,0,1,0
41,"MC3","direct",NA,NA,NA,"Raver","Swe",NA,"int3_st3",2,2,2,0,2,0
41,"MC3","direct",NA,NA,NA,"Raver","Swe",NA,"int3_st4",0,2,3,1,2,1
41,"MC3","direct",NA,NA,NA,"Raver","Swe",NA,"int3_st5",0,2,4,1,2,2
42,"MC2","sos",NA,NA,NA,"Raver","Swe",NA,"int1_st1",1,0,0,0,0,0
42,"MC2","sos",NA,NA,NA,"Raver","Swe",NA,"int1_st2",0,0,1,0,0,1
42,"MC2","sos",NA,NA,NA,"Raver","Swe",NA,"int1_st3",1,0,2,0,0,2
42,"MC2","sos",NA,NA,NA,"Raver","Swe",NA,"int1_st4",2,0,3,1,0,3
42,"MC2","sos",NA,NA,NA,"Raver","Swe",NA,"int1_st5",0,0,4,1,0,4
42,"MC2","sos",NA,NA,NA,"Raver","Swe",NA,"int2_st1",1,1,0,0,0,0
42,"MC2","sos",NA,NA,NA,"Raver","Swe",NA,"int2_st2",1,1,1,0,1,0
42,"MC2","sos",NA,NA,NA,"Raver","Swe",NA,"int2_st3",1,1,2,0,1,1
42,"MC2","sos",NA,NA,NA,"Raver","Swe",NA,"int2_st4",2,1,3,1,1,2
42,"MC2","sos",NA,NA,NA,"Raver","Swe",NA,"int2_st5",0,1,4,1,1,3
42,"MC2","sos",NA,NA,NA,"Raver","Swe",NA,"int3_st1",5,2,0,0,0,0
42,"MC2","sos",NA,NA,NA,"Raver","Swe",NA,"int3_st2",1,2,1,0,1,0
42,"MC2","sos",NA,NA,NA,"Raver","Swe",NA,"int3_st3",1,2,2,0,2,0
42,"MC2","sos",NA,NA,NA,"Raver","Swe",NA,"int3_st4",2,2,3,1,2,1
42,"MC2","sos",NA,NA,NA,"Raver","Swe",NA,"int3_st5",1,2,4,1,2,2
43,"MC3","direct",NA,NA,NA,"Minna","Swe",NA,"int1_st1",1,0,0,0,0,0
43,"MC3","direct",NA,NA,NA,"Minna","Swe",NA,"int1_st2",1,0,1,0,0,1
43,"MC3","direct",NA,NA,NA,"Minna","Swe",NA,"int1_st3",1,0,2,0,0,2
43,"MC3","direct",NA,NA,NA,"Minna","Swe",NA,"int1_st4",0,0,3,1,0,3
43,"MC3","direct",NA,NA,NA,"Minna","Swe",NA,"int1_st5",0,0,4,1,0,4
43,"MC3","direct",NA,NA,NA,"Minna","Swe",NA,"int2_st1",0,1,0,0,0,0
43,"MC3","direct",NA,NA,NA,"Minna","Swe",NA,"int2_st2",1,1,1,0,1,0
43,"MC3","direct",NA,NA,NA,"Minna","Swe",NA,"int2_st3",1,1,2,0,1,1
43,"MC3","direct",NA,NA,NA,"Minna","Swe",NA,"int2_st4",1,1,3,1,1,2
43,"MC3","direct",NA,NA,NA,"Minna","Swe",NA,"int2_st5",1,1,4,1,1,3
43,"MC3","direct",NA,NA,NA,"Minna","Swe",NA,"int3_st1",0,2,0,0,0,0
43,"MC3","direct",NA,NA,NA,"Minna","Swe",NA,"int3_st2",1,2,1,0,1,0
43,"MC3","direct",NA,NA,NA,"Minna","Swe",NA,"int3_st3",2,2,2,0,2,0
43,"MC3","direct",NA,NA,NA,"Minna","Swe",NA,"int3_st4",1,2,3,1,2,1
43,"MC3","direct",NA,NA,NA,"Minna","Swe",NA,"int3_st5",1,2,4,1,2,2
44,"MC1","direct",NA,NA,NA,"Minna","Swe",NA,"int1_st1",0,0,0,0,0,0
44,"MC1","direct",NA,NA,NA,"Minna","Swe",NA,"int1_st2",0,0,1,0,0,1
44,"MC1","direct",NA,NA,NA,"Minna","Swe",NA,"int1_st3",0,0,2,0,0,2
44,"MC1","direct",NA,NA,NA,"Minna","Swe",NA,"int1_st4",0,0,3,1,0,3
44,"MC1","direct",NA,NA,NA,"Minna","Swe",NA,"int1_st5",2,0,4,1,0,4
44,"MC1","direct",NA,NA,NA,"Minna","Swe",NA,"int2_st1",0,1,0,0,0,0
44,"MC1","direct",NA,NA,NA,"Minna","Swe",NA,"int2_st2",0,1,1,0,1,0
44,"MC1","direct",NA,NA,NA,"Minna","Swe",NA,"int2_st3",1,1,2,0,1,1
44,"MC1","direct",NA,NA,NA,"Minna","Swe",NA,"int2_st4",0,1,3,1,1,2
44,"MC1","direct",NA,NA,NA,"Minna","Swe",NA,"int2_st5",0,1,4,1,1,3
44,"MC1","direct",NA,NA,NA,"Minna","Swe",NA,"int3_st1",0,2,0,0,0,0
44,"MC1","direct",NA,NA,NA,"Minna","Swe",NA,"int3_st2",0,2,1,0,1,0
44,"MC1","direct",NA,NA,NA,"Minna","Swe",NA,"int3_st3",1,2,2,0,2,0
44,"MC1","direct",NA,NA,NA,"Minna","Swe",NA,"int3_st4",2,2,3,1,2,1
44,"MC1","direct",NA,NA,NA,"Minna","Swe",NA,"int3_st5",0,2,4,1,2,2
45,"MC1","sos",NA,NA,NA,"Minna","Swe",NA,"int1_st1",2,0,0,0,0,0
45,"MC1","sos",NA,NA,NA,"Minna","Swe",NA,"int1_st2",0,0,1,0,0,1
45,"MC1","sos",NA,NA,NA,"Minna","Swe",NA,"int1_st3",0,0,2,0,0,2
